date,location,lineage,Prevalence_7,deltaPrevalence_7,N_7,deltaN_7,N_prev_7,deltaN_prev_7,growth_rate,uncertainty,invUncertainty,uncertainty95,uncertainty80,uncertainty65,uncertainty50,uncertainty35,uncertainty20,uncertainty5
2023-02-10,Great Britain,XBB.1.5.19,0.0004969373570629,6.647591006193376e-05,23.0,25552.0,5.0,20016.0,0.1533610586034575,0.05136557893302943,19.468290259198724,0.10067653470873768,0.06574794103427767,0.047769988407717366,0.03441493788512972,0.023114510519863244,0.012841394733257357,0.0030819347359817653
2023-02-11,Great Britain,XBB.1.5.19,0.0006399023373995,7.926379163109288e-05,25.0,25351.0,4.0,19621.0,0.20429789377115481,0.05296192998620429,18.881487141055537,0.1038053827729604,0.06779127038234149,0.04925459488716999,0.03548449309075687,0.02383286849379193,0.013240482496551072,0.0031777157991722572
2023-02-13,Great Britain,XBB.1.5.19,0.0004916782506656,8.464844823982081e-05,12.0,20746.0,3.0,14174.0,0.1409534593628805,0.06794670881043273,14.717416303267028,0.13317554926844816,0.0869717872773539,0.06319043919370244,0.04552429490298993,0.03057601896469473,0.016986677202608182,0.004076802528625963
2023-02-14,Great Britain,XBB.1.5.19,0.0006004022123871,9.742535993185584e-05,13.0,20636.0,4.0,19434.0,0.12622019376712879,0.051202820018760094,19.530174307462207,0.10035752723676979,0.06553960962401292,0.04761862261744689,0.03430588941256926,0.023041269008442042,0.012800705004690023,0.0030721692011256053
2023-02-17,Great Britain,XBB.1.5.19,0.0003969091631605,7.983446691745584e-05,8.0,18502.0,6.0,17788.0,0.02584962376241995,0.06271407849926232,15.945382981458662,0.12291959385855414,0.08027402047905577,0.05832409300431396,0.04201843259450576,0.028221335324668043,0.01567851962481558,0.003762844709955739
2023-02-19,Great Britain,XBB.1.5.19,0.0003536277844967,0.0001022783919463,5.0,13058.0,5.0,12143.0,-0.025079450561209415,0.08969688403852173,11.14865929535004,0.1758058927155026,0.11481201156930781,0.08341810215582522,0.06009691230580956,0.04036359781733478,0.022424221009630433,0.005381813042311304
2023-02-20,Great Britain,XBB.1.5.19,0.0004100797452378,8.673803749941995e-05,7.0,15814.0,5.0,12143.0,-0.025418667908106318,0.08966567458350924,11.152539749964852,0.17574472218367812,0.11477206346689184,0.0833890773626636,0.0600760019709512,0.04034955356257916,0.02241641864587731,0.005379940475010554
2023-02-23,Great Britain,XBB.1.5.19,0.0004065206540503,0.0001011588055914,5.0,11626.0,8.0,14688.0,-0.005612335136392477,0.06188895244097426,16.15797263580663,0.12130234678430955,0.07921785912444705,0.057556725770106065,0.04146559813545276,0.02785002859843842,0.015472238110243565,0.0037133371464584553
2023-02-24,Great Britain,XBB.1.5.19,0.0006242342697799,0.0001427634708806,6.0,9418.0,5.0,13058.0,0.09114342593776836,0.06980646731035589,14.325320253695871,0.13682067592829755,0.08935227815725554,0.06492001459863098,0.046770333097938446,0.03141291028966015,0.017451616827588973,0.004188388038621353
2023-02-26,Great Britain,XBB.1.5.19,0.0005107588803747,8.23113611247143e-05,8.0,15028.0,5.0,13058.0,0.09057605207462638,0.06977016927282143,14.332773023521161,0.13674953177472998,0.08930581666921143,0.06488625742372393,0.04674601341279036,0.03139657617276964,0.017442542318205356,0.004186210156369286
2023-02-27,Great Britain,XBB.1.5.19,0.0004746357688804,9.617918483710716e-05,6.0,12272.0,5.0,13058.0,0.09083998804806193,0.06978705471378517,14.329305113982237,0.13678262723901893,0.08932743003364502,0.0649019608838202,0.046757326658236065,0.031404174621203325,0.017446763678446293,0.00418722328282711
2023-02-28,Great Britain,XBB.1.5.19,0.0005613407055221,0.0001137619815858,6.0,10519.0,4.0,10728.0,0.13699617730412705,0.07598974664427505,13.15967014183141,0.1489399034227791,0.09726687570467206,0.0706704643791758,0.05091313025166429,0.03419538598992377,0.01899743666106876,0.004559384798656503
2023-03-01,Great Britain,XBB.1.5.19,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-03-03,Great Britain,XBB.1.5.19,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-10,Great Britain,XBB.1.5.12,0.0001752672185786,9.561574345044446e-05,2.0,11407.0,0.0,0.0,-0.2848671363836415,27.02948159283365,0.03699664000456194,52.97778392195396,34.59773643882708,25.137417881335296,18.109752667198546,12.163266716775142,6.757370398208413,1.621768895570019
2023-01-13,Great Britain,XBB.1.5.12,0.0002188862926903,7.96149128332429e-05,3.0,13699.0,0.0,0.0,-0.38425518865103936,23.272966312967593,0.04296830866131596,45.61501397341648,29.78939688059852,21.643858671059863,15.592887429688288,10.472834840835418,5.818241578241898,1.3963779787780555
2023-01-15,Great Britain,XBB.1.5.12,0.0003009670592214,0.0001642159814477,2.0,6641.0,0.0,0.0,-0.2682666639026403,27.65692047613223,0.03615731552119096,54.207564133219165,35.400858209449254,25.720936042802975,18.530136719008595,12.445614214259503,6.914230119033057,1.6594152285679336
2023-02-01,Great Britain,XBB.1.5.12,0.0001699516986526,0.0001854287009816,1.0,5882.0,0.0,0.0,-0.1553765976907281,31.923763914508445,0.031324627092155895,62.57057727243655,40.86241781057081,29.689100440492854,21.38892182272066,14.365693761528801,7.980940978627111,1.9154258348705067
2023-02-06,Great Britain,XBB.1.5.12,0.0001740939575837,0.0001899490156987,1.0,5742.0,0.0,0.0,-0.15496133541844803,31.93945935309874,0.03130923378961269,62.60134033207353,40.88250797196639,29.703697198381832,21.399437766576156,14.372756708894434,7.984864838274685,1.9163675611859243
2023-02-10,Great Britain,XBB.1.5.12,0.000190040915565,0.0002073517914834,1.0,5260.0,0.0,0.0,-0.15344821508434126,31.996649926066763,0.031253271899109925,62.713433855090855,40.955711905365455,29.756884431242092,21.43775545046473,14.398492466730044,7.999162481516691,1.9197989955640056
2023-02-14,Great Britain,XBB.1.5.12,0.0002994129013824,6.4839401243125e-05,7.0,20496.0,1.0,5260.0,0.00027808656917649444,0.21921696366215684,4.5616907710716035,0.4296652487778274,0.28059771348756074,0.20387177620580588,0.1468753656536451,0.09864763364797058,0.05480424091553921,0.01315301781972941
2023-02-15,Great Britain,XBB.1.5.12,0.0002994129013824,6.4839401243125e-05,7.0,20496.0,1.0,5260.0,0.00027808656917649444,0.21921696366215684,4.5616907710716035,0.4296652487778274,0.28059771348756074,0.20387177620580588,0.1468753656536451,0.09864763364797058,0.05480424091553921,0.01315301781972941
2023-02-16,Great Britain,XBB.1.5.12,0.0002994129013824,6.483940124312501e-05,7.0,20496.0,1.0,5260.0,0.00027808656917649444,0.21921696366215684,4.5616907710716035,0.4296652487778274,0.28059771348756074,0.20387177620580588,0.1468753656536451,0.09864763364797058,0.05480424091553921,0.01315301781972941
2023-02-17,Great Britain,XBB.1.5.12,0.000273446119708,4.940955702655424e-05,8.0,25749.0,1.0,5260.0,-0.0006874654486282994,0.2190053571254916,4.566098350859029,0.42925049996596354,0.28032685712062927,0.2036749821267072,0.14673358927407937,0.09855241070647122,0.0547513392813729,0.013140321427529496
2023-02-20,Great Britain,XBB.1.5.12,0.0002605652912245,5.278260778165235e-05,6.0,22395.0,7.0,20606.0,-0.0003049570713375971,0.04886778934668213,20.463377070440263,0.09578086711949697,0.06255077036375313,0.04544704409241438,0.03274141886227703,0.02199050520600696,0.012216947336670532,0.0029320673608009278
2023-02-21,Great Britain,XBB.1.5.12,0.0002936644651355,5.948937017390902e-05,6.0,20065.0,7.0,20496.0,0.01827887309914189,0.04977718203326193,20.0895261473778,0.09756327678519339,0.06371479300257528,0.046292779290933596,0.03335071196228549,0.022399731914967868,0.012444295508315483,0.0029866309219957156
2023-02-22,Great Britain,XBB.1.5.12,0.000326834150656,5.584708835829141e-05,7.0,21260.0,7.0,20496.0,0.018099315347050338,0.04976840459601221,20.093069249805268,0.09754607300818392,0.06370355788289563,0.046284616274291354,0.03334483107932818,0.022395782068205493,0.012442101149003052,0.0029861042757607322
2023-02-23,Great Britain,XBB.1.5.12,0.0003867068837863,5.43106746416437e-05,9.0,22057.0,7.0,20496.0,0.017944419390553357,0.04976083271720135,20.096126720450147,0.09753123212571464,0.06369386587801773,0.04627757442699726,0.03333975792052491,0.02239237472274061,0.012440208179300338,0.002985649963032081
2023-02-24,Great Britain,XBB.1.5.12,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-02-25,Great Britain,XBB.1.5.12,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-02-26,Great Britain,XBB.1.5.12,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-10,Great Britain,XBB.1.5.16,0.0001416425630923,0.0001545369084287,1.0,7058.0,0.0,0.0,-0.15851201390798242,31.805256320686535,0.0314413438432058,62.33830238854561,40.71072809047877,29.578888378238478,21.30952173485998,14.31236534430894,7.951314080171634,1.908315379241192
2023-01-17,Great Britain,XBB.1.5.16,0.0002700495051138,0.0002946733519586,1.0,3701.0,1.0,7058.0,0.09608643636626613,0.24021744673993464,4.162894966919804,0.4708261956102719,0.30747833182711637,0.22340222546813923,0.16094568931575623,0.1080978510329706,0.06005436168498366,0.014413046804396078
2023-01-23,Great Britain,XBB.1.5.16,0.0005476234124748,0.0001350460758305,7.0,12452.0,0.0,0.0,-0.3604752477110519,24.171763597524887,0.041370584978846846,47.37665665114878,30.939857404831855,22.479740145698145,16.195081610341674,10.877293618886199,6.042940899381222,1.4503058158514932
2023-01-25,Great Britain,XBB.1.5.16,0.0005005388643562,0.0001006830237922,8.0,15208.0,0.0,0.0,-0.4514224101605958,20.73428396483224,0.04822929992162336,40.63919657107119,26.539883474985267,19.282884087293983,13.891970256437602,9.330427784174509,5.18357099120806,1.2440570378899343
2023-01-26,Great Britain,XBB.1.5.16,0.0005720766089327,8.821793956226986e-05,11.0,17988.0,0.0,0.0,-0.5213059252497951,18.09293536956008,0.05527019135227886,35.462153324337756,23.158957273036904,16.826429893690875,12.122266697605255,8.141820916302036,4.52323384239002,1.0855761221736049
2023-01-28,Great Britain,XBB.1.5.16,0.000411917909123,5.5653101944601846e-05,12.0,25751.0,2.0,4218.0,-0.05059093361157663,0.15031487853115177,6.65270138107291,0.29461716192105747,0.19240304451987428,0.13979283703397116,0.1007109686158717,0.0676416953390183,0.037578719632787944,0.009018892711869106
2023-01-29,Great Britain,XBB.1.5.16,0.0003420090020024,4.8529643673501946e-05,11.0,27298.0,4.0,8553.0,-0.07764050278689916,0.08006964749488954,12.489127044849614,0.1569365090899835,0.1024891487934586,0.07446477217024727,0.05364666382157599,0.036031341372700296,0.020017411873722385,0.004804178849693372
2023-01-30,Great Britain,XBB.1.5.16,0.0003449511237109,4.775872809460556e-05,12.0,28846.0,7.0,12452.0,-0.05122719106870843,0.04887822664829818,20.459007385752148,0.09580132423066444,0.06256413010982168,0.04545675078291731,0.03274841185435978,0.021995201991734183,0.012219556662074546,0.002932693598897891
2023-01-31,Great Britain,XBB.1.5.16,0.0003449511237109,4.775872809460557e-05,12.0,28846.0,7.0,12452.0,-0.05122719106870843,0.04887822664829818,20.459007385752148,0.09580132423066444,0.06256413010982168,0.04545675078291731,0.03274841185435978,0.021995201991734183,0.012219556662074546,0.002932693598897891
2023-02-01,Great Britain,XBB.1.5.16,0.00037540720328,4.954729768504851e-05,13.0,28877.0,8.0,15208.0,-0.025858380717615148,0.0395781572072044,25.26646187099308,0.07757318812612063,0.050660041225221636,0.0368076862027001,0.02651736532882695,0.017810170743241982,0.0098945393018011,0.002374689432432264
2023-02-02,Great Britain,XBB.1.5.16,0.0003228744225385,5.325002606647692e-05,10.0,26097.0,8.0,15208.0,-0.025715679683040116,0.03958395497199367,25.26276115429894,0.07758455174510759,0.0506674623641519,0.03681307812395412,0.02652124983123576,0.01781277973739715,0.009895988742998418,0.0023750372983196203
2023-02-04,Great Britain,XBB.1.5.16,0.0004172165362356,6.26358046900989e-05,12.0,25503.0,9.0,22971.0,0.014049700920890418,0.0336870067943438,29.685035720297495,0.06602653331691384,0.043119368696760065,0.031328916318739734,0.022570294552210345,0.01515915305745471,0.00842175169858595,0.0020212204076606277
2023-02-06,Great Britain,XBB.1.5.16,0.0003832395382828,7.70830590257864e-05,8.0,19302.0,5.0,20619.0,0.057751904064473836,0.049097661079762725,20.36756900446698,0.09623141571633494,0.06284500618209629,0.04566082480417934,0.03289543292344103,0.022093947485893228,0.012274415269940681,0.0029458596647857632
2023-02-07,Great Britain,XBB.1.5.16,0.0004149967829289,6.39845049054703e-05,11.0,24562.0,5.0,20619.0,0.05755800116697385,0.0490886606906287,20.371303391271898,0.09621377495363224,0.06283348568400474,0.04565245444228469,0.03288940266272123,0.022089897310782914,0.012272165172657175,0.002945319641437722
2023-02-08,Great Britain,XBB.1.5.16,0.0003763772642895,7.216387662424404e-05,9.0,21775.0,4.0,17863.0,0.05234645255609083,0.06439649542369856,15.52879537031436,0.12621713103044918,0.08242751414233417,0.059888740744039666,0.04314565193387804,0.028978422940664352,0.01609912385592464,0.0038637897254219134
2023-02-10,Great Britain,XBB.1.5.16,0.0003544982620327,5.781084945828126e-05,10.0,25877.0,4.0,17664.0,0.039691762871111536,0.06362153830619197,15.71794751625292,0.12469821508013625,0.08143556903192571,0.05916803062475853,0.04262643066514862,0.028629692237786386,0.01590538457654799,0.003817292298371518
2023-02-12,Great Britain,XBB.1.5.16,0.0005603467382119,7.580809328132432e-05,17.0,25018.0,6.0,16515.0,0.091734867975791,0.053495097012479516,18.693301925720718,0.10485039014445985,0.06847372417597378,0.049750440221605956,0.03584171499836128,0.024072793655615782,0.013373774253119879,0.003209705820748771
2023-02-13,Great Britain,XBB.1.5.16,0.0005589238642888,6.275956645662716e-05,20.0,30450.0,6.0,16515.0,0.09152266983127633,0.0534846992862003,18.69693600872525,0.1048300106009526,0.06846041508633639,0.049740770336166286,0.0358347485217542,0.024068114678790137,0.013371174821550076,0.003209081957172018
2023-02-14,Great Britain,XBB.1.5.16,0.0006474161018727,6.845226808763583e-05,25.0,30340.0,9.0,21775.0,0.10542286917914745,0.038174240453166135,26.195675097369513,0.07482151128820562,0.04886302778005265,0.035502043621444504,0.025576741103621313,0.01717840820392476,0.009543560113291534,0.002290454427189968
2023-02-15,Great Britain,XBB.1.5.16,0.0006474161018727,6.845226808763583e-05,25.0,30340.0,9.0,21775.0,0.10542286917914745,0.038174240453166135,26.195675097369513,0.07482151128820562,0.04886302778005265,0.035502043621444504,0.025576741103621313,0.01717840820392476,0.009543560113291534,0.002290454427189968
2023-02-16,Great Britain,XBB.1.5.16,0.00078599628314,7.683573672755067e-05,28.0,30034.0,10.0,24736.0,0.11870572948209235,0.032337438845713454,30.923908500334335,0.06338138013759836,0.04139192172251322,0.030073818126513514,0.021666084026628014,0.014551847480571055,0.008084359711428363,0.0019402463307428071
2023-02-17,Great Britain,XBB.1.5.16,0.0010539984633955,9.68764348622751e-05,32.0,28404.0,10.0,25877.0,0.16136715446616012,0.032509432800265047,30.760302898666602,0.06371848828851949,0.04161207398433926,0.030233772504246494,0.021781319976177584,0.014629244760119271,0.008127358200066262,0.0019505659680159027
2023-02-19,Great Britain,XBB.1.5.16,0.0009710374773044,9.282051920608864e-05,30.0,27726.0,17.0,25018.0,0.07947918545240129,0.027932457436844152,35.800645262273115,0.05474761657621453,0.03575354551916052,0.025977185416265064,0.018714746482685583,0.012569605846579868,0.006983114359211038,0.001675947446210649
2023-02-20,Great Britain,XBB.1.5.16,0.0011566762450303,0.0001087571229648,31.0,25050.0,20.0,30450.0,0.08996205187096273,0.023421822206233858,42.69522632333209,0.04590677152421836,0.02997993242397934,0.021782294651797488,0.015692620878176685,0.010539819992805236,0.0058554555515584646,0.0014053093323740315
2023-02-21,Great Britain,XBB.1.5.16,0.0011327627563389,0.0001104346540734,27.0,22720.0,25.0,30340.0,0.0623907932946941,0.02253782828853924,44.3698473161459,0.04417414344553691,0.02884842020933023,0.020960180308341493,0.015100344953321292,0.010142022729842659,0.00563445707213481,0.0013522696973123545
2023-02-22,Great Britain,XBB.1.5.16,0.0011006515652749,9.850819859460452e-05,28.0,23915.0,25.0,30340.0,0.06230949010324882,0.022536103501973253,44.373243134619095,0.04417076286386758,0.028846212482525765,0.020958576256835126,0.015099189346322081,0.010141246575887964,0.005634025875493313,0.001352166210118395
2023-02-23,Great Britain,XBB.1.5.16,0.0010503868968464,0.0001107397942844,24.0,21260.0,24.0,27379.0,0.046219401204167676,0.02520970391430633,39.66726477229695,0.0494110196720404,0.032268421010312104,0.023445024640304887,0.016890501622585243,0.011344366761437848,0.006302425978576582,0.0015125822348583797
2023-02-24,Great Britain,XBB.1.5.16,0.0010716617989621,0.0001158255490473,22.0,19052.0,28.0,25749.0,0.018787530164939836,0.02371566531662483,42.16622163659029,0.046482704020584666,0.030356051605279783,0.022055568744461095,0.015889495762138637,0.010672049392481174,0.005928916329156208,0.0014229399189974899
2023-02-25,Great Britain,XBB.1.5.16,0.00094785106272,0.000111232368445,17.0,16507.0,28.0,25952.0,0.007783239911749229,0.024846680925688237,40.24682423341824,0.04869949461434894,0.03180375158488095,0.023107413260890063,0.01664727622021112,0.011181006416559707,0.006211670231422059,0.001490800855541294
2023-02-27,Great Britain,XBB.1.5.16,0.0013917176146736,0.0001465630400778,25.0,14222.0,27.0,22395.0,0.06334854753137997,0.0252649582563418,39.58051265526981,0.049519318182429925,0.032339146568117504,0.023496411178397875,0.016927522031749007,0.01136923121535381,0.00631623956408545,0.0015158974953805079
2023-02-28,Great Britain,XBB.1.5.16,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-03-01,Great Britain,XBB.1.5.16,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-03-02,Great Britain,XBB.1.5.16,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-07,United States,XBB.1.5.11,0.0001766124350048,1.550803524618075e-05,31.0,134762.0,28.0,155509.0,0.04537688777741122,0.023038054402812466,43.406443205460995,0.04515458662951243,0.029488709635599956,0.021425390594615595,0.015435496449884354,0.01036712448126561,0.0057595136007031165,0.0013822832641687479
2023-01-08,United States,XBB.1.5.11,0.0001945118508233,1.6717685047865113e-05,34.0,127708.0,33.0,182384.0,0.05669656429056946,0.01923257920112186,51.995106300753925,0.03769585523419884,0.02461770137743598,0.017886298657043328,0.012885828064751645,0.008654660640504836,0.004808144800280465,0.0011539547520673114
2023-01-09,United States,XBB.1.5.11,0.0002373490913231,1.93181887162099e-05,38.0,123976.0,34.0,176952.0,0.06682501866776125,0.018663670805669042,53.58002776689849,0.036580794779111324,0.023889498631256376,0.01735721384927221,0.012504659439798258,0.008398651862551069,0.0046659177014172605,0.0011198202483401424
2023-01-10,United States,XBB.1.5.11,0.0003428003798588,2.579007349009168e-05,43.0,121064.0,30.0,167478.0,0.10649059442605102,0.01933722253060131,51.71373491810895,0.037900956159978565,0.024751644839169678,0.01798361695345922,0.01295593909550288,0.00870175013877059,0.004834305632650328,0.0011602333518360786
2023-01-11,United States,XBB.1.5.11,0.0003751692925959,2.746196454886994e-05,51.0,118886.0,32.0,161421.0,0.11320270361683393,0.018982009231490217,52.68146210470962,0.037204738093720824,0.024296971816307477,0.017653268585285903,0.012717946185098446,0.008541904154170598,0.004745502307872554,0.001138920553889413
2023-01-12,United States,XBB.1.5.11,0.0003726427528536,2.727698879198464e-05,51.0,119375.0,34.0,165500.0,0.10315386377875879,0.018188015008394356,54.981260986340054,0.035648509416452936,0.023280659210744778,0.01691485395780675,0.01218597005562422,0.008184606753777461,0.004547003752098589,0.0010912809005036612
2023-01-13,United States,XBB.1.5.11,0.000442845675367,3.145547624710511e-05,58.0,114312.0,30.0,151289.0,0.13210074109404202,0.01859948992212885,53.76491528459844,0.03645500024737255,0.02380734710032493,0.01729752562757983,0.01246165824782633,0.008369770464957982,0.004649872480532212,0.001115969395327731
2023-01-14,United States,XBB.1.5.11,0.0004647477332759,3.26737515385635e-05,62.0,114684.0,31.0,134762.0,0.12131287390668799,0.018278975380376778,54.70766162711399,0.03582679174553848,0.023397088486882277,0.016999447103750405,0.012246913504852443,0.00822553892116955,0.0045697438450941945,0.0010967385228226067
2023-01-15,United States,XBB.1.5.11,0.0004979159400087,3.467098313927948e-05,65.0,111626.0,34.0,127708.0,0.11385562749806466,0.017868532125566623,55.96430601980908,0.03502232296611058,0.022871721120725278,0.01661773487677696,0.011971916524129638,0.00804083945650498,0.004467133031391656,0.0010721119275339972
2023-01-16,United States,XBB.1.5.11,0.0005537325370668,3.817175885466199e-05,67.0,105711.0,38.0,123976.0,0.10465289826951873,0.017055303231105434,58.63278925326884,0.03342839433296665,0.021830788135814957,0.015861432004928056,0.011427053164840642,0.007674886453997445,0.0042638258077763586,0.001023318193866326
2023-01-17,United States,XBB.1.5.11,0.0006441223954129,4.337301231448314e-05,74.0,102189.0,43.0,121064.0,0.09858262038663534,0.015866370803048972,63.02638532863699,0.031098086773975984,0.020308954627902685,0.014755724846835546,0.010630468438042813,0.007139866861372038,0.003966592700762243,0.0009519822481829383
2023-01-18,United States,XBB.1.5.11,0.0005784409081237,4.0225703440097535e-05,65.0,101300.0,51.0,118886.0,0.05658443375195543,0.015332867520872474,65.21937260846416,0.030052420340910047,0.019626070426716765,0.0142595667944114,0.010273021238984558,0.0068997903843926135,0.0038332168802181184,0.0009199720512523484
2023-01-19,United States,XBB.1.5.11,0.0006979943401873,4.657538973044764e-05,71.0,99657.0,51.0,119375.0,0.07813863496424278,0.015392937365599518,64.96485863931484,0.030170157236575054,0.019702959827967385,0.014315431750007553,0.010313268034951677,0.006926821814519784,0.0038482343413998796,0.0009235762419359711
2023-01-20,United States,XBB.1.5.11,0.0007246859150988,4.794099438713246e-05,77.0,102121.0,58.0,114312.0,0.05986288491927505,0.014815132379079977,67.49855312883139,0.029037659462996756,0.01896336944522237,0.01377807311254438,0.009926138693983585,0.00666680957058599,0.0037037830947699944,0.0008889079427447987
2023-01-21,United States,XBB.1.5.11,0.0007462009068738,4.945898552168999e-05,76.0,97340.0,62.0,114684.0,0.05633270821809022,0.014703021396909165,68.01323163484055,0.028817921937941963,0.018819867388043733,0.013673809899125524,0.009851024335929142,0.006616359628609124,0.0036757553492272914,0.0008821812838145499
2023-01-22,United States,XBB.1.5.11,0.0007517458333297,5.010470871697463e-05,74.0,93728.0,65.0,111626.0,0.04700912722477635,0.014544341522485734,68.75526117521288,0.02850690938407204,0.01861675714878174,0.013526237615911733,0.009744708820065442,0.006544953685118581,0.0036360853806214335,0.000872660491349144
2023-01-23,United States,XBB.1.5.11,0.0007589318899879,5.040277732526347e-05,75.0,94395.0,67.0,105711.0,0.03442661962723914,0.014268555025239453,70.08418149077559,0.027966367849469327,0.018263750432306502,0.013269756173472692,0.009559931866910435,0.006420849761357754,0.0035671387563098633,0.0008561133015143672
2023-01-24,United States,XBB.1.5.11,0.0007609318662606,5.087513043385656e-05,72.0,90855.0,74.0,102189.0,0.015399075798950834,0.0138721586407431,72.08683420494911,0.027189430935856476,0.01775636306015117,0.012901107535891083,0.009294346289297878,0.006242471388334395,0.003468039660185775,0.000832329518444586
2023-01-25,United States,XBB.1.5.11,0.0008210654833665,5.452801454763373e-05,73.0,88076.0,65.0,101300.0,0.042894220792099924,0.014390774296369374,69.48896420759573,0.028205917620883973,0.0184201910993528,0.013383420095623518,0.009641818778567481,0.006475848433366218,0.0035976935740923434,0.0008634464577821624
2023-01-26,United States,XBB.1.5.11,0.000831302801682,5.564896979883265e-05,71.0,85112.0,71.0,99657.0,0.024818750125561673,0.013842933906466093,72.23902149333355,0.027132150456673543,0.017718955400276598,0.012873928533013466,0.009274765717332283,0.006229320257909742,0.0034607334766165233,0.0008305760343879655
